imdbcode,keywords
tt1823672,"['robot', 'artificial intelligence', 'future', 'mind uploading', 'consciousness', 'police', 'robot cop', 'torture', 'money falling through the air', 'johannesburg south africa']"
tt1781769,"['dance', 'imperial russia', 'character name as title', 'anna karenina character', 'saint petersburg russia', 'sex scene', 'russian empire', 'marriage', 'train station', 'train']"
tt2446042,"['murder', 'death', 'on the run', 'final showdown', 'betrayal', 'spetsnaz', 'death of wife', 'police investigation', 'rescue', 'kidnapping']"
tt7401588,"['foster parent', 'adoption', 'parenting', 'childless couple', 'adoptive family', 'husband wife relationship', 'wisecrack humor', 'no opening credits', 'no title at beginning', 'reference to blake griffin']"
tt0808510,"['hare krishna', 'man wears eyeglasses', 'tooth', 'fairy', 'tooth fairy', 'wings', 'hockey', 'nickname', 'wand', 'miniaturization']"
tt1355631,"['undercover agent', 'money laundering', 'corruption', 'drug cartel', 'based on true story', 'woman', '1980s', 'infiltration', 'reference to pablo escobar', 'united states of america']"
tt2543164,"['alien contact', 'linguistics', 'nonlinear timeline', 'linguist', 'based on short story', 'first contact', 'spacecraft', 'mother daughter relationship', 'female scientist', 'alien']"
tt1075747,"['ulysses s. grant character', 'apache', 'apache indian', 'kiowa', 'jonah hex character', 'confederate', 'kiowa indian', 'reference to new mexico', 'reference to arizona', 'character name as title']"
tt0490215,"['portuguese', 'japan', 'religious persecution', 'jesuit priest', 'torture', 'martyrdom', 'crisis of faith', 'apostasy', 'shogunate', '17th century']"
tt0485947,"['multiple outcomes', 'stepbrother stepsister relationship', 'nonlinear timeline', 'mother spanking child', 'butterfly effect', 'depression', 'quantum physics', 'time', 'future', 'reference to china']"
tt1392214,"['child abduction', 'police', 'child kidnapping', 'vigilante justice', 'revenge', 'sex offender', 'detective', 'investigation', 'whistle', 'torture']"
tt0940656,"['hero', 'electric train', 'third part', 'princess', 'kiss', 'water pipe', 'happy ending', 'fainting man', 'fainting woman', 'fainting']"
tt1397280,"['police corruption', 'cut', 'hood', 'danger', 'ledge', 'cell phone', 'kidnapping', 'handcuffs', 'hiding in a closet', 'kidnapping a girl']"
tt4765284,"['fat woman', 'kidnapping', 'father daughter relationship', 'father daughter conflict', 'american abroad', 'american in france', 'american in spain', 'group of friends', 'opening scene repeated later in film', 'yacht explosion']"
tt3631112,"['infidelity', 'train', 'alcoholics anonymous', 'alcoholic', 'voyeurism', 'ex husband ex wife relationship', 'blackout', 'topless female nudity', 'female full back nudity', 'female full rear nudity']"
tt1038919,"['bounty hunter', 'downward spiral', 'man wrapped in a towel', 'reporter', 'police officer', 'murder', 'death', 'judge', 'money', 'atlantic city new jersey']"
tt1711525,"['christmas party', 'female nudity', 'group sex', 'sex on a desk', 'debauchery', 'call girl', 'cocaine in snow machine', 'snow machine', 'pantyhose', 'prostitute']"
tt1615065,"['marijuana', 'dea', 'southern california', 'one female two males threesome', 'female frontal nudity', 'arms tied overhead', 'love triangle', 'damsel in distress', 'mercenary', 'surveillance']"
tt1086772,"['basketball', 'baseball game', 'baseball bat', 'baseball', 'father daughter relationship', 'mother son relationship', 'directed by frank coraci', 'produced by adam sandler', 'warner bros.', 'happy madison productions']"
tt1666185,"['los angeles california', 'singing in a car', 'bikini', 'male objectification', 'female objectification', 'prison interview', 'power to the people', 'quote from hamlet', 'police brutality', 'rolex wristwatch']"
tt1946502,"['cgi animation', 'based on toy', 'uglydoll', 'group leader', 'one word title', 'rap music', 'rock concert', 'glasses', 'broken glasses', 'toy factory']"
tt1139328,"['memoir', 'writer', 'ferry', 'political thriller', 'beach house', 'bicycling in the rain', 'psychological', 'nylon leg', 'british prime minister', 'island']"
tt1343727,"['post apocalypse', 'cyberpunk', 'dystopia', 'based on comic', 'drugs', 'female warrior', 'tough cop', 'violence', 'brutality', 'female antagonist']"
tt0376136,"['based on novel', 'journalist', 'puerto rico', 'san juan puerto rico', 'newspaper', 'alcoholic', 'ocean', 'year 1960', 'nudity', 'topless']"
tt3289724,"['shoe fetish', 'tea pot collection', 'shoe collection', 'female amputee', 'fictional town', 'f rated', 'world war two', 'airplane on fire', 'female judge', 'flashback']"
tt1634122,"['based on commercial', 'murderess', ""men's room"", 'fainting man', 'martial arts school', 'dart gun', 'hard candy', 'macau', 'close up of mouth', 'mi7']"
tt1024648,"['cia', 'iran', 'hostage', 'u.s. embassy', 'escape', 'f word', 'year 1979', 'based on true story', 'iranian', 'canadian']"
tt1438254,"['ghost', 'seeing dead people', 'talking with the dead', 'death of brother', 'brother brother relationship', 'competition', 'chores', 'father figure', 'undressing', 'ritual']"
tt2788710,"['finger bitten off', 'assassination attempt', 'male nudity', 'dictator', 'alternate history', 'communist dictatorship', 'male frontal nudity', 'propaganda', 'black comedy', 'battle']"
tt2404463,"['fbi', 'drug lord', 'fbi agent', 'police brutality', 'shot in the crotch', 'hanging upside down', 'female protagonist', 'police violence', 'policewoman', 'drugs']"
tt5177088,"['lesbian', 'sister sister relationship', 'tied feet', 'vacuum sack', 'asphyxiation', 'breathplay', 'suffocation', 'antiheroine', 'villainess', '2010s']"
tt0472399,"['apprentice', 'assassin', 'mentor', 'disobeying orders', 'gas station', 'nightclub', 'remake', 'hitman', 'sex scene', 'homosexual']"
tt1232829,"['undercover cop', 'remake', 'buddy movie', 'drug', 'high school student', 'police', 'jock', 'geek', 'buddy comedy', 'motorcycle gang']"
tt2334871,"['bare breasts', 'kidnapping', 'bikini', 'female frontal nudity', 'porn magazine', 'female nudity', 'topless female nudity', 'mother daughter relationship', 'personal growth', 'struggle for survival']"
tt1648179,"['underdog', '2010s', 'martial arts', 'martial artist', 'high school', 'mixed martial arts', 'claim in title', 'ultimate fighting championship', 'prize money', 'victory']"
tt1486185,"['younger version of character', 'dumping a dead body in a lake', 'character name as title', 'little red riding hood character', 'silver sword', 'family secret', 'infected', 'well', ""grimm's fairy tales"", 'accusation of witchcraft']"
tt1598828,"['strong female character', 'strong female lead', 'tough woman', 'self defense', 'woman', 'new jersey', 'bounty hunting', 'bail jumper', 'bail recovery agent', 'revolver']"
tt1568338,"['police', 'diamond', 'negotiator', 'standing on a ledge', 'gender in title', 'strong female protagonist', 'woman wears a bra and panties', 'woman wears underwear', 'woman wears red lingerie', 'woman changes clothes']"
tt1032751,"['assassin', '19th century', 'throwing a knife', 'bullet time', 'explosion', 'violence', 'knife throwing', 'snow', 'father figure', 'embarrassment']"
tt1149361,"['bullet', 'revenge', 'contortionist', 'gag humor', 'crazy humor', 'typewriter', 'torture', 'grenade', 'loading a gun', 'russian roulette']"
tt2066051,"['pop music', 'musician', 'substance abuse', 'rock star', 'gay man', 'gay character', 'pianist', 'flamboyance', 'title based on song', 'los angeles california']"
tt1053810,"['attu alaska', 'storm', 'competition', 'alaska', 'birding', 'journey shown on map', 'bird watching', 'husband wife relationship', 'father son relationship', 'friendship']"
tt0087538,"['karate', 'teenager', 'fight', 'paint', 'training', 'bonsai', 'bully', 'martial arts', 'karate student', 'shower curtain']"
tt2322441,"['female nudity', 'female frontal nudity', 'spanking', 'sex scene', 'bare breasts', 'male pubic hair', 'pubic hair', 'loss of virginity', 'erotica', 'perversion']"
tt1800241,"['con artist', 'based on true story', 'drunk wife', 'wife meets mistress', 'sting operation', 'hair in curlers', 'sexual attraction', 'fbi investigation', 'husband wife relationship', 'adult lives at home']"
tt6146586,"['sequel', 'desert', 'third part', 'dog', 'chase', 'assassin', 'kicked by a horse', 'past coming back to haunt', 'excommunicado', 'horseback riding']"
tt2872732,"['drugs', 'brain capacity', 'fictional drug', 'synthetic drug', 'tough girl', 'telekinesis', 'mind reading', 'supernatural power', 'drug mule', 'torture']"
tt1091191,"['outnumbered', 'shot multiple times', 'courage', 'survival', 'exploding helicopter', 'soldier', 'helicopter crash', 'mission', 'mountain', 'afghanistan']"
tt3065204,"['haunted house', 'second part', 'house', 'single mother', 'psychic', 'based on supposedly true story', 'child in peril', 'fear', 'nun', 'sequel']"
tt1285016,"['facebook', 'intellectual property', 'entrepreneur', 'young entrepreneur', 'hacking', 'sex in a bathroom', 'based on real person', 'lawsuit', 'deposition', 'competitiveness']"
tt4425200,"['sequel', 'one man army', 'hitman', 'one against many', 'violence', 'shot in the head', 'sign language', 'blood', 'dog', 'suicide']"
tt2869728,"['drugs', 'wedding', 'crime boss', 'computer hacker', 'detective', 'drug dealer', 'sequel', 'stealing a car', 'car stunt', 'thrown from a car']"
tt2561572,"['millionaire', 'singing in a car', 'wealth', 'mansion', 'car wash', 'prison', 'arrest', 'capoeira', 'neo nazi', 'racist']"
tt2140479,"['accountant', 'autistic child', 'autism', 'brother brother relationship', 'sniper', 'autistic son', 'assassin', 'training', 'father', 'money']"
tt2096672,"['friendship', 'sequel', 'four word title', 'cat', 'repeat sequel', 'taking a bullet for someone', 'younger version of character', 'telephone call', 'fisting', 'mistaken identity']"
tt2203939,"['wife meets mistress', 'cheating husband', 'revenge', 'multiple girlfriends', 'unfaithful husband', 'extramarital affair', 'female revenge', 'falling in love', 'beach house', 'large breasts']"
tt2361509,"['website', 'office', 'reference to jack nicholson', 'reference to george clooney', 'reference to ben affleck', 'reference to brad pitt', 'reference to billie holiday', 'reference to youtube', 'reference to harry potter', 'reference to google']"
tt3682448,"['lawyer', 'negotiation', 'cold war', 'berlin wall', 'spy', 'west germany', 'border crossing', 'spying', 'berlin germany', 'east west']"
tt2119543,"['basketball', 'mouse', 'bowtie', 'knapsack', 'year 1955', 'cemetery', 'baby', 'based on novel', 'secret passage', 'neighbor']"
tt2119532,"['world war two', 'conscientious objector', 'soldier', 'medic', '1940s', 'okinawa', 'combat', 'battle of okinawa', 'bible', 'mother son relationship']"
tt1401152,"['amnesia', 'coma', 'airport', 'scientist', 'nurse', 'agriculture', 'car into water', 'two in a shower', 'saying the same thing simultaneously', ""woman's neck broken""]"
tt1226229,"['woman on top', 'london england', 'kali character', 'pixelated nudity', 'vomiting', 'concert', 'record company', 'rock star', 'recession', 'drugs']"
tt1189340,"['plot twist', 'drug rehabilitation', 'envelope of money', 'illegal gun purchase', 'psychological', 'neo noir', 'luxury car', 'murder of a prostitute', 'death of a friend', 'flip phone']"
tt0765446,"['psychotronic film', 'alien', 'mission control', 'rescue', 'cgi animation', 'product placement', 'escape', 'computer animation', 'prison', 'trailer park']"
tt2170439,"['scene during end credits', 'sex addict', 'sex tape', 'singing in a car', 'reference to franz beckenbauer', 'cleavage', 'scantily clad female', 'blonde', 'voyeur', 'voyeurism']"
tt1424381,"['jungle', 'parachute', 'alien', 'planet', 'warrior', 'mercenary', 'yakuza', 'strong female character', 'hunt', 'martial arts']"
tt1462769,"['adoption', 'dodgeball', 'young love', 'soccer game', 'soccer', 'portrait', 'birthmark', 'mother son relationship', 'father son relationship', 'flashback']"
tt1742044,"['song', 'based on stage musical', 'musical number', 'breaking the fourth wall', 'fake blood', 'singer', 'musical quartet', 'band', 'music group', 'music band']"
tt2557490,"['arizona territory', 'snake poison', 'marijuana cookie', 'low self esteem', 'shooting range', 'sperm on face', 'cum on face', 'dead body in the street', 'reference to mark twain', 'drugged drink']"
tt1622979,"['suspension bridge', 'gymnast', 'death of protagonist', 'characters killed one by one', 'eyeball run over by car', 'fall out window', 'death of a co worker', 'sudden death', 'uneven parallel bars', 'laser surgery']"
tt4218572,"['heist', 'car chase', 'harlot', 'based on tv series', 'politician', 'girl gang', 'widow', 'crime boss', 'outlaw woman', 'female boxer']"
tt1956620,"['sex video', 'sexual desire', 'sexuality', 'sex in a car', 'undressing', 'female nudity', 'home video', 'voyeur', 'sex in bed', 'pink panties']"
tt1262416,"['woman in jeopardy', 'mysterious killer', 'red dress', 'bound and gagged', 'exposed intestines', 'intestines hanging out', 'blood on knife', 'characters murdered one by one', 'dead woman on the floor', 'masked murderer']"
tt1694020,"['mother son relationship', 'usa', 'united states', 'trip', 'cross country', 'on the road', 'love', 'black comedy', 'road movie', 'reference to the home shopping network']"
tt1657507,"['assassin', 'revenge', 'revenge killing', 'torture', 'drug lord', 'female nudity', 'sex scene', 'braless', 'explosive', 'hand grenade']"
tt1590193,"['passenger train', 'conspiracy', 'money', 'hostage', 'train wreck', 'train station', 'fight', 'gun', 'train derailment', 'train accident']"
tt0082031,"['drunkenness', 'heir', 'butler', '1980s', 'inheritance', 'class differences', 'alcoholism', 'alcoholic', 'wealth', 'drinking']"
tt4572514,"['police', 'terrorist', 'based on true story', 'manhunt', 'boston marathon', 'boston marathon bombing', 'fbi', 'boston massachusetts', 'terrorism', 'terrorist attack']"
tt0477302,"[""asperger's syndrome"", 'quest', 'revelation', 'lock', 'key', 'boy', 'september 11 2001', 'new york city', '9 year old', 'self development']"
tt1126618,"['workaholic', 'professional woman', 'tv morning show', 'tv journalist', 'fictional tv network', 'fictional tv show', 'tv producer', 'new york city', 'tv broadcast', 'undressing']"
tt2139881,"['diplomat', 'speechwriter', 'journalist', 'babysitter', 'first crush', 'childhood crush', 'nude pantyhose', 'pantyhose', 'high heels', 'ejaculation']"
tt1661382,"['united states of america', 'usa', 'woman', 'father son relationship', 'car', 'automobile', 'honda', 'honda civic', 'convertible', 'porsche']"
tt3486626,"['chainsaw', 'mayor', 'second part', 'numbered sequel', 'number 2 in title', 'chewing gum', 'food', 'organic food', 'shop', 'acorn']"
tt2592614,"['zombie', 'virus', 'washington d.c.', 'post apocalypse', 'sixth part', 'sequel', 'monster', 'mad doctor', 'hope', 'clone']"
tt4481514,"['comedy of errors', 'farce', 'absurd comedy', 'physical comedy', 'gross out comedy', 'social satire', 'one liner', 'dyscalculia', 'outtakes during end credits', 'bloopers during end credits']"
tt0070379,"['italian american', 'epilepsy', 'bar', 'close up of breasts', 'catholic guilt', 'female nudity', 'exotic dancer', 'sex', 'new york', 'money']"
tt3522806,"['assassin', 'hitman', 'sequel', 'murder', 'male objectification', 'go bag', 'motorcycle riding', 'boat explosion', 'upskirt', 'facial recognition software']"
tt1430615,"['whale', 'alaska', 'save the whale', 'based on true story', 'ice', 'snow', 'snowstorm', 'dog', 'animal', 'brother sister relationship']"
tt1649419,"['disaster film', 'disaster', 'tidal wave', '2004 indian ocean earthquake and tsunami', 'year 2004', 'based on true story', 'bikini', 'bare breasts', 'breasts', 'topless female nudity']"
tt0763831,"['liar', 'supernatural power', 'psychotronic film', 'tree', 'guru', 'spiritual guru', 'literary agent', 'curse', 'husband wife relationship', 'coffee']"
tt2515034,"['blood vomiting', 'interpol', 'kicked in the face', 'eye gouging', 'impalement', 'home invasion', 'barn', 'damsel in distress', 'humanitarian', 'stealing a car']"
tt0486822,"['house arrest', 'watching someone', 'neighbor', 'voyeur', 'voyeurism', 'girl next door', 'binoculars', 'missing woman', 'death', 'friend']"
tt2631186,"['india', 'kingdom', 'dual role', 'hindu', 'good versus evil', 'blockbuster', 'character name in title', 'medieval times', 'chariot', 'king']"
tt5360952,"['disaster movie', 'hurricane', 'heist', 'category 5 hurricane', 'meteorologist', 'corrupt sheriff', '2010s', '1990s', 'year 1992', 'semi truck']"
tt1976009,"[""frankenstein's monster"", 'scientist', 'victorian era', 'gothic horror', 'based on novel', 'assistant', 'medical student', 'experiment', 'moral dilemma', 'corpse']"
tt6156584,"['tnt', 'train', 'dystopia', 'rebellion', 'based on comic', 'created by graeme manson', 'written by graeme manson', 'produced by graeme manson', 'music by bear mccreary', '2020s']"
tt2513074,"['based on novel', 'flashback', 'thanksgiving day', 'iraq war', 'character name in title', 'squad', 'football game', 'football', 'thanksgiving', 'hero']"
tt1142977,"['stop motion animation', 'remake by original director', 'dracula character', 'altered version of studio logo', 'studio logo segues into film', 'canine', 'pet canine', 'death of pet', 'watching television', '3d']"
tt1462900,"['ip man character', 'falling off a balcony', 'girl', 'crying', 'starving to death', 'hong kong china', 'emperor', 'loss of daughter', ""new year's eve"", 'elderly man']"
tt2091256,"['principal', 'superhero', 'character name in title', 'underwear', 'superhero spoof', 'toilet', 'treehouse', 'hypnotism', 'boy', 'ring']"
tt3450650,"['2010s', 'security', 'guard', 'security guard', 'black', 'friday', 'black friday', 'rescue', 'mission', 'father']"
tt4501244,"['family relationships', 'male objectification', 'awkward situation', 'no opening credits', 'reference to bill gates', 'reference to netflix', 'birthday party', 'stanford university', 'man wears a tank top', 'rolodex']"
tt1067583,"['animal abuse', 'circus', 'elephant', 'ringmaster', 'older woman younger man relationship', 'train', 'circus vargas', 'fear', 'traveling circus', 'falling in love']"
tt1055292,"['drugged food', 'death of father', 'death of mother', 'best friend', 'bakery', 'godparent', '1st birthday', 'birthday', 'cake', 'birthday party']"
tt1411250,"['survival', 'left for dead', 'mercenary', 'trapped in space', 'violence', 'outpost', 'alien planet', 'shared universe', 'space vehicle', 'character name as title']"
tt2304933,"['based on young adult novel', 'alien', 'male objectification', 'invasion', 'kiss', 'child soldier', 'ohio', 'teddy bear', 'based on novel', 'survivor']"
tt1979320,"['formula 1', 'rivalry', '1970s', 'racecar driver', 'playboy', 'racing accident', 'professional rivalry', 'car racing', 'based on true story', 'nurburgring germany']"
tt3829920,"['helicopter', 'wildfire', 'baby', 'firefighter', 'forest fire', 'based on true story', 'natural disaster', 'fire', 'horse', 'hospital']"
tt0084787,"['antarctica', 'isolation', 'body horror', 'paranoia', 'alien creature', 'research station', 'alien life form', 'shapeshifting', 'ambiguous ending', 'cult film']"
tt4971344,"['shootout', '1850s', 'thieves on the run', 'san francisco california', 'year 1851', 'brother brother conflict', 'california', '19th century', 'sawing off an arm', 'old woman weilding a shotgun']"
tt1987680,"['quadriplegia', 'remake', 'american remake', 'car chase', 'male friendship', 'ferrari', 'unemployment', 'signature', 'job interview', 'in medias res']"
tt1586265,"['pregnancy', 'photographer', 'baby', 'expecting twins', 'f rated', 'chick flick', 'miscarriage', 'watching a video on a computer', 'underwater scene', 'swimming pool']"
tt1560747,"['female frontal nudity', 'bare breasts', 'scientology', 'female pubic hair', 'topless female nudity', 'past life regression', 'female nudity', 'imagining someone naked', 'female rear nudity', 'sex obsession']"
tt1723121,"['stripper', 'girl in panties', 'wet panties', 'thong panties', 'white panties', 'black panties', 'female removes her clothes', 'striptease', 'spider bite', 'nipples visible through clothing']"
tt3076658,"['gym', 'training', 'fight', 'boxing', 'boxing match', 'montage', 'cancer', 'boxing movie', 'sweat', 'rocky']"
tt0840361,"['bank robbery', 'criminal gang', 'heist', 'bank manager', 'hostage', 'neo noir', 'money laundering', 'reference to csi', 'gunfight', 'prison']"
tt1564349,"['competition', 'bare chested male', 'father figure', 'beach', 'medical examination', 'male bonding', 'party', 'swimming pool', 'contraband', 'diving']"
tt2704998,"['board game', 'game', 'kidnapping', 'black comedy', 'husband wife relationship', 'dog', 'smuggler', 'game night', 'brother brother relationship', 'plot twist']"
tt1292566,"['male objectification', 'erection visible through clothing', 'erotica', 'bare chested male', 'telephone call', 'voyeurism', 'voyeur', 'female voyeur', 'wrapped in a towel', 'awkward situation']"
tt1385867,"['united states of america', 'usa', 'weapon', 'death', 'cop', 'woman', 'car', 'automobile', 'ford', 'ford crown victoria']"
tt1161864,"['exorcism', 'exorcist', 'italy', 'supernatural horror', 'frog', 'superstition', 'xian', 'film starts with text', 'film starts with a quote', '16 year old']"
tt1243974,"['written by director', 'hawaii', 'one word title', 'reference to kesha', 'blondie', 'military industrial complex', 'jarhead', 'soldier', 'us military', 'military']"
tt1517451,"['alcoholism', 'tinnitus', 'rising star', 'singer songwriter', 'singer', 'friendship', 'death of protagonist', 'suicide of protagonist', 'showbiz', 'alcoholic']"
tt1231587,"['bare breasts', 'ski resort', 'cheating wife', 'promiscuous woman', 'casual sex', 'time travel', 'nudity', 'female nudity', 'maintenance man', 'female frontal nudity']"
tt2978462,"['no opening credits', 'pelican', 'dolphin', 'purple gloves', 'latex gloves', 'turtle', 'medical scrubs', 'syringe', 'number in title']"
tt4682786,"['loss', 'death', 'theater', 'anguish', 'despair', 'grief', 'husband wife relationship', 'letter', 'going crazy', 'african american']"
tt1316616,"['spanish civil war', 'forgiveness', 'communism', 'journalist', 'dying father', 'betrayal', 'saint', 'sainthood', 'opus dei', 'catholic']"
tt1396484,"['killer clown', 'based on novel', 'evil clown', 'balloon', 'supernatural power', 'school bullying', 'abandoned house', 'clown', 'overbearing mother', 'pennywise']"
tt1403865,"['revisionist western', 'reference to new mexico', 'spanking threat', 'public hanging', 'execution by hanging', '1870s', 'dragged by a horse', 'spanking', 'public execution', 'based on novel']"
tt2024432,"['credit card', 'odd couple', 'male female friendship', 'impersonator', 'rental car', 'train station', 'hotel room', 'hit by a car', 'female criminal', 'woman in a bathtub']"
tt1499658,"['black comedy', 'scantily clad female', 'panties', 'white panties', 'voyeur', 'black panties', 'girl in panties', 'no bra', 'voyeurism', 'original story']"
tt3152624,"['actress playing herself', 'loose woman', 'actress shares first name with character', 'written by star', 'chubster', 'girl wears a micro mini skirt', 'micro mini', 'micro mini skirt', 'woman wears a microskirt', 'woman wearing a short dress']"
tt2140373,"['disney', 'author', 'loss of father', 'reference to walt disney', 'suppression of emotion', 'uncompromising attitude', 'dysfunctional family', 'mistrust', 'making of a movie', 'father daughter relationship']"
tt1758830,"['40th birthday', 'gynecological exam', 'sex', 'fellatio', 'sex in a shower', 'aging', 'birthday', 'bikini', 'marriage', 'sitting on a toilet']"
tt0087800,"['serial killer', 'slasher', 'freddy krueger', 'sleep deprivation', 'murder', 'first of series', 'american horror', 'slasher flick', 'cult director', 'cult film']"
tt1028576,"['horse', 'horseback riding', 'horse training', 'horse movie', 'human animal relationship', 'equestrian', 'triple crown', 'horse racing', 'stallion', 'horse owner']"
tt1632708,"['female rear nudity', 'oral sex', 'blow job', 'no panties', 'break up', 'male objectification', 'scantily clad female', 'female removes her dress', 'female removes her clothes', 'lingerie']"
tt4438848,"['gay marriage proposal', 'gay best friend', 'bare chested male', 'next door neighbor', 'swearing', 'weed', 'reference to anime', 'drug dealer', 'male nudity', 'sex scene']"
tt5052474,"['somalia', 'desert', 'cartel', 'gunfight', 'shootout', 'battle', 'combat', 'gun battle', 'street shootout', 'police shootout']"
tt0084516,"['woman wearing a short nightie', 'cult classic', 'house', 'ghost', 'paranormal investigator', 'voyeur', 'lingerie', 'haunting', 'paranormal phenomenon', 'blonde girl']"
tt5664636,"[""ventriloquist's dummy"", 'halloween', 'sequel', 'mother', 'science project', 'abandoned house', 'ogre', 'kidnapped', 'manuscript', 'bully']"
tt1413492,"['taliban', 'jarhead', 'imperialism', 'military industrial complex', 'murder', 'blonde woman', 'us military', 'cia', 'post 9 11', 'based on book']"
tt0491152,"['cheating fiancee', 'pregnant', 'best friend', 'law school', 'lawyer', 'crush', 'reference to cameron diaz', 'loud sex', 'overhearing sex', 'cheating on girlfriend']"
tt1637688,"['dystopia', 'immortality', 'class differences', 'social commentary', 'currency', 'time', 'milf', 'on the run', 'ghetto', 'against the system']"
tt1212436,"['chick flick', 'sperm donor', 'reference to pubic hair', 'baby', 'artificial insemination', 'twins', 'cheese', 'pet shop', 'doctor', 'single mother']"
tt1616195,"['gay relationship', 'american history', 'u.s. history', 'fbi', 'secret', 'federal bureau of investigation', 'agent', 'government', 'revolutionary', 'anarchist']"
tt4560436,"['surveillance', 'cesium', 'hand grenade', 'martial arts', 'mixed martial arts', 'hand to hand combat', 'gunfight', 'shootout', 'street shootout', 'betrayal']"
tt2967224,"['fugitive', 'drug cartel', 'danger', 'female police officer', 'female cop', 'police radio', 'police officer', 'policewoman', 'police', 'panties']"
tt3322364,"['concussion', 'football player', 'football', 'chronic traumatic encephalopathy', 'injection in arm', 'professional sports', 'medical examination', 'brain scan', 'medical examiner', 'medical doctor']"
tt1615160,"['gun', 'justice', 'terrorism', 'london england', 'handgun', 'death', 'affair', 'restaurant', 'irish republican army', 'belfast northern ireland']"
tt6306064,"['damaged boat', 'storm', 'sailboat', 'hurricane', 'open sea', 'pacific ocean', 'love', 'young couple', 'fight for survival', 'survival']"
tt3717252,"['vampire', 'sequel', 'female vampire', 'strong female lead', 'feature film directorial debut', 'betrayal', 'gothic', 'urban gothic', 'fifth part', 'title directed by female']"
tt1415283,"['nanny', 'magic', 'farm', 'f rated', 'flying pig', 'overalls', 'title directed by female', 'mother daughter relationship', 'mother son relationship', 'father son relationship']"
tt4610748,"['abandoned place', 'small town', 'farm', 'trap', 'victim', 'police', 'fbi', 'investigation', 'interrogation', 'sheriff']"
tt1712170,"['interrupted sex', 'scene of the crime', 'character name as title', 'woman wears a bikini', 'woman on top sex', 'detective', 'partner', 'assassin', 'hired killer', 'police']"
tt1473832,"[""pregnant woman doesn't know who the father is"", 'love triangle', 'fatherhood', 'motherhood', 'diary', 'pregnancy', 'mother daughter relationship', 'pregnant woman', 'boyfriend girlfriend relationship', 'ex boyfriend ex girlfriend relationship']"
tt3553442,"['afghanistan', 'journalist', 'war on terrorism', 'kabul afghanistan', 'frenchman', 'karaoke', 'dancing', 'infidelity', 'embedded journalism', 'drink in title']"
tt2679042,"['based on video game', 'hired killer', 'assassin', 'hitman', 'tattoo', 'human experiment', 'assassination', 'character name in title', 'woman murders a man', 'younger version of character']"
tt1547234,"['bicycle messenger', 'manhattan new york city', 'car bicycle accident', 'shot in the back of the head', 'mother son relationship', 'bike courier', 'usa', 'united states', 'new york', 'envelope']"
tt1235522,"['father son relationship', 'fellatio', 'title spoken by character', 'gay slur', 'nipple piercing', 'piercing', 'vito russo test passed', 'election', 'police', 'murder']"
tt0492389,"['barefoot male', 'nightmare', 'close up of eyes', 'close up of lips', 'close up of mouth', 'real estate developer', 'real estate', 'animal', 'bear', 'land developer']"
tt1904996,"['action hero', 'thief', 'heist', 'based on novel', 'bare breasts', 'stabbing', 'character name as title', 'man uses a wheelchair', 'woman wears a bra and panties', 'woman wears mismatched lingerie']"
tt0478304,"['childhood', 'strict father', 'waco texas', '1950s', 'death', 'loss of innocence', 'growing up', 'grief', 'cosmos', 'children']"
tt1742334,"['strip club', 'topless female nudity', 'stripper', 'tough girl', 'kicked in the crotch', 'bloodshed', 'bloody violence', 'graphic violence', 'gun', 'massacre']"
tt2358925,"['male nudity', 'business trip', 'company', 'glory hole', 'businessman', 'quitting job', 'forced retirement', 'bullying', 'handshake', 'batting cage']"
tt3488710,"['tightrope walker', '1970s', 'skyscraper', 'based on true story', 'world trade center', 'world trade center manhattan new york city', 'new york city', 'bacon', 'miniskirted girl', 'slender legs']"
tt2304771,"['nelson mandela', 'president', 'resistance', 'africa', 'apartheid', 'south africa', 'argument', 'injustice', 'censorship', 'letter']"
tt3381008,"['gay joke', 'bare breasts', 'public nudity', 'sex in public', 'boy in a wheelchair', 'water hose', 'toilet', 'shipping container', 'press conference', 'dog']"
tt1758810,"['promiscuous wife', 'promiscuous woman', 'hiked skirt', 'topless female nudity', 'long haired woman', 'mini dress', 'snow', 'police investigation', 'casual sex', 'thigh high socks']"
tt1164999,"['male ponytail', 'babysitter', 'birthday', 'marriage', 'illness', 'washing hands', 'washing face', 'watch', 'blowing out a candle', 'drug abuse']"
tt2980210,"['backhoe', 'black tent', 'male in a shower', 'skin diving', 'overhead camera shot', 'cell phone', '21st century', 'arab', 'arabia', 'woman wears a bikini']"
tt1656186,"['presumed dead', 'money', 'fbi', 'teenage daughter', 'black comedy', 'father daughter relationship', 'dancing', 'ransom demand', 'duffel bag', 'worry']"
tt1674784,"['home invasion', 'family in danger', 'betrayal', 'threat to kill', 'dysfunctional family', 'mental illness', 'surprise ending', 'strong female character', 'strong female lead', 'woman wears a bra and panties']"
tt1093357,"['russia', 'creature', 'electricity', 'end of the world', 'invisible being', 'moscow russia', 'alien invasion', 'flying through a thunderstorm', 'telescope sight', 'woman changes clothes']"
tt3890160,"['pig', 'mini skirt with heels', 'bacon', 'short skirt', 'hard body', 'bare midriff', 'miniskirt', 'hearing impairment', 'tattooed trash', 'fuzz']"
tt1790864,"['teenage boy', 'based on novel', 'maze', 'open ended', 'concrete wall', 'dystopia', 'escape', 'community', 'elevator', 'monster']"
